stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Users\Kanjiklub\Documents\GitHub\JA_PROJ\Zrodla\MAIN\x64\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.82697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.82699] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.83066] removed dtor for bitmap 0000011B577A2F80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  11.83225] converting display bitmap 0000011B47AD9490 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  11.83363] added dtor for bitmap 0000011B577A2F80, func 00007FF884EB1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.83559] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.83562] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.83929] removed dtor for bitmap 0000011B577A2F80
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [  11.84081] waiting for display 0000011B46A1F280's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  11.85077] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  11.85084] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1548 d3d_display_thread_proc          [  11.86837] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87095] removed dtor for queue 0000011B4798F3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87122] removed dtor for ttf_font 0000011B47AE2690
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87199] removed dtor for queue 0000011B4798F720
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87208] removed dtor for ttf_font 0000011B47B054B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87270] removed dtor for ttf_font 0000011B47B26140
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87336] removed dtor for ttf_font 0000011B47B25D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87404] removed dtor for queue 0000011B4798E510
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87409] removed dtor for native_dialog 0000011B47B10D20
dtor     D               dtor.c:116  _al_run_destructors              [  11.87412] calling dtor for ttf_font 0000011B47B048E0, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87415] removed dtor for ttf_font 0000011B47B048E0
dtor     D               dtor.c:116  _al_run_destructors              [  11.87482] calling dtor for ttf_font 0000011B47B04640, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87486] removed dtor for ttf_font 0000011B47B04640
dtor     D               dtor.c:116  _al_run_destructors              [  11.87508] calling dtor for ttf_font 0000011B47B05360, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87510] removed dtor for ttf_font 0000011B47B05360
dtor     D               dtor.c:116  _al_run_destructors              [  11.87532] calling dtor for ttf_font 0000011B47B04A30, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87534] removed dtor for ttf_font 0000011B47B04A30
dtor     D               dtor.c:116  _al_run_destructors              [  11.87596] calling dtor for ttf_font 0000011B47AE31F0, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87599] removed dtor for ttf_font 0000011B47AE31F0
dtor     D               dtor.c:116  _al_run_destructors              [  11.87621] calling dtor for ttf_font 0000011B47AE3260, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87623] removed dtor for ttf_font 0000011B47AE3260
dtor     D               dtor.c:116  _al_run_destructors              [  11.87686] calling dtor for ttf_font 0000011B47AE2930, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87689] removed dtor for ttf_font 0000011B47AE2930
dtor     D               dtor.c:116  _al_run_destructors              [  11.87754] calling dtor for ttf_font 0000011B47AC0E70, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87756] removed dtor for ttf_font 0000011B47AC0E70
dtor     D               dtor.c:116  _al_run_destructors              [  11.87822] calling dtor for ttf_font 0000011B47AC1880, func 00007FF8CE54119F
dtor     D               dtor.c:227  _al_unregister_destructor        [  11.87824] removed dtor for ttf_font 0000011B47AC1880
